province,date,confirm,dead,heal,confirm_add,newConfirm,newHeal,newDead
湖南,4.01,1018,4,1014,0,0,0,0
湖北,4.01,67802,3193,63326,1,1,173,6
黑龙江,4.01,484,13,469,0,0,0,0
河南,4.01,1276,22,1251,0,0,0,0
河北,4.01,323,6,310,2,2,0,0
海南,4.01,168,6,162,0,0,0,0
贵州,4.01,147,2,144,0,0,0,0
广西,4.01,254,2,250,0,0,0,0
广东,4.01,1501,8,1357,11,11,4,0
甘肃,4.01,138,2,125,0,0,0,0
福建,4.01,345,1,297,2,2,2,0
北京,4.01,580,8,418,0,0,2,0
澳门,4.01,41,0,10,3,3,0,0
安徽,4.01,990,6,984,0,0,0,0
重庆,4.02,579,6,570,0,0,0,0
浙江,4.02,1260,1,1228,2,2,0,0
云南,4.02,184,2,172,1,1,0,0
新疆,4.02,76,3,73,0,0,0,0
香港,4.02,802,4,154,37,37,7,0
西藏,4.02,1,0,1,0,0,0,0
天津,4.02,177,3,140,1,1,5,0
台湾,4.02,339,5,50,10,10,5,0
四川,4.02,555,3,537,1,1,0,0
上海,4.02,526,6,343,4,4,0,0
陕西,4.02,255,3,244,0,0,2,0
山西,4.02,137,0,133,0,0,0,0
山东,4.02,778,7,754,3,3,1,0
青海,4.02,18,0,18,0,0,0,0
宁夏,4.02,75,0,75,0,0,0,0
内蒙古,4.02,117,1,74,0,0,0,0
辽宁,4.02,141,2,124,1,1,0,0
江西,4.02,937,1,935,0,0,0,0
江苏,4.02,651,0,632,4,4,1,0
吉林,4.02,98,1,92,0,0,0,0
湖南,4.02,1019,4,1014,0,0,0,0
湖北,4.02,67802,3203,63612,0,0,141,4
黑龙江,4.02,489,13,469,1,1,0,0
河南,4.02,1276,22,1251,0,0,0,0
河北,4.02,326,6,310,1,1,0,0
海南,4.02,168,6,162,0,0,0,0
贵州,4.02,147,2,144,0,0,0,0
广西,4.02,254,2,252,0,0,0,0
广东,4.02,1514,8,1368,7,7,3,0
甘肃,4.02,138,2,127,0,0,0,0
福建,4.02,349,1,300,4,4,1,0
北京,4.02,583,8,434,1,1,10,0
澳门,4.02,41,0,10,0,0,0,0
安徽,4.02,990,6,984,0,0,0,0
重庆,4.03,579,6,570,0,0,0,0
浙江,4.03,1262,1,1229,2,2,1,0
云南,4.03,184,2,172,0,0,0,0
新疆,4.03,76,3,73,0,0,0,0
香港,4.03,845,4,173,43,43,19,0
西藏,4.03,1,0,1,0,0,0,0
天津,4.03,180,3,140,3,3,0,0
台湾,4.03,348,5,50,19,19,0,0
四川,4.03,557,3,538,2,2,1,0
上海,4.03,529,6,348,3,3,5,0
陕西,4.03,256,3,245,1,1,1,0
山西,4.03,137,0,133,0,0,0,0
山东,4.03,778,7,755,0,0,1,0
青海,4.03,18,0,18,0,0,0,0
宁夏,4.03,75,0,75,0,0,0,0
内蒙古,4.03,117,1,74,0,0,0,0
辽宁,4.03,141,2,125,0,0,1,0
江西,4.03,937,1,935,0,0,0,0
江苏,4.03,651,0,632,0,0,0,0
吉林,4.03,98,1,92,0,0,0,0
湖南,4.03,1019,4,1014,0,0,0,0
湖北,4.03,67803,3207,63762,1,1,150,4
黑龙江,4.03,491,13,469,2,2,0,0
河南,4.03,1276,22,1251,0,0,0,0
河北,4.03,326,6,310,0,0,0,0
海南,4.03,168,6,162,0,0,0,0
贵州,4.03,147,2,144,0,0,0,0
广西,4.03,254,2,252,0,0,0,0
广东,4.03,1516,8,1378,2,2,10,0
甘肃,4.03,138,2,131,0,0,4,0
福建,4.03,350,1,301,1,1,1,0
北京,4.03,585,8,438,2,2,4,0
澳门,4.03,43,0,10,1,1,0,0
安徽,4.03,990,6,984,0,0,0,0
重庆,4.04,579,6,570,0,0,0,0
浙江,4.04,1263,1,1230,1,1,1,0
云南,4.04,184,2,172,0,0,0,0
新疆,4.04,76,3,73,0,0,0,0
香港,4.04,862,4,186,17,17,13,0
西藏,4.04,1,0,1,0,0,0,0
天津,4.04,180,3,144,0,0,4,0
台湾,4.04,355,5,50,7,7,0,0
四川,4.04,558,3,539,1,1,1,0
上海,4.04,531,6,356,2,2,8,0
陕西,4.04,256,3,245,0,0,0,0
山西,4.04,138,0,133,1,1,0,0
山东,4.04,779,7,755,1,1,0,0
青海,4.04,18,0,18,0,0,0,0
宁夏,4.04,75,0,75,0,0,0,0
内蒙古,4.04,117,1,74,0,0,0,0
辽宁,4.04,142,2,126,0,0,1,0
江西,4.04,937,1,935,0,0,0,0
江苏,4.04,651,0,633,0,0,1,0
吉林,4.04,98,1,92,0,0,0,0
湖南,4.04,1019,4,1014,0,0,0,0
湖北,4.04,67803,3210,63945,0,0,183,3
黑龙江,4.04,504,13,469,13,13,0,0
河南,4.04,1276,22,1251,0,0,0,0
河北,4.04,327,6,310,1,1,0,0
海南,4.04,168,6,162,0,0,0,0
贵州,4.04,147,2,144,0,0,0,0
广西,4.04,254,2,252,0,0,0,0
广东,4.04,1524,8,1387,8,8,9,0
甘肃,4.04,138,2,131,0,0,0,0
福建,4.04,350,1,303,0,0,2,0
北京,4.04,586,8,441,1,1,3,0
澳门,4.04,44,0,10,1,1,0,0
安徽,4.04,990,6,984,0,0,0,0
重庆,4.05,579,6,570,0,0,0,0
浙江,4.05,1264,1,1230,1,1,0,0
云南,4.05,184,2,172,0,0,0,0
新疆,4.05,76,3,73,0,0,0,0
香港,4.05,890,4,206,28,28,20,0
西藏,4.05,1,0,1,0,0,0,0
天津,4.05,180,3,144,0,0,0,0
台湾,4.05,363,5,54,8,8,4,0
四川,4.05,559,3,540,1,1,1,0
上海,4.05,536,6,383,5,5,27,0
陕西,4.05,256,3,246,0,0,1,0
山西,4.05,138,0,133,0,0,0,0
山东,4.05,780,7,755,1,1,0,0
青海,4.05,18,0,18,0,0,0,0
宁夏,4.05,75,0,75,0,0,0,0
内蒙古,4.05,118,1,74,1,1,0,0
辽宁,4.05,142,2,128,0,0,2,0
江西,4.05,937,1,935,0,0,0,0
江苏,4.05,651,0,633,0,0,0,0
吉林,4.05,98,1,92,0,0,0,0
湖南,4.05,1019,4,1014,0,0,0,0
湖北,4.05,67803,3212,64014,0,0,69,2
黑龙江,4.05,524,13,469,20,20,0,0
河南,4.05,1276,22,1252,0,0,1,0
河北,4.05,327,6,310,0,0,0,0
海南,4.05,168,6,162,0,0,0,0
贵州,4.05,147,2,144,0,0,0,0
广西,4.05,254,2,252,0,0,0,0
广东,4.05,1532,8,1395,8,8,8,0
甘肃,4.05,139,2,132,1,1,1,0
福建,4.05,350,1,305,0,0,2,0
北京,4.05,587,8,443,1,1,2,0
澳门,4.05,44,0,10,0,0,0,0
安徽,4.05,990,6,984,0,0,0,0
重庆,4.06,579,6,570,0,0,0,0
浙江,4.06,1265,1,1230,1,1,0,0
云南,4.06,184,2,173,0,0,1,0
新疆,4.06,76,3,73,0,0,0,0
香港,4.06,914,4,216,24,24,10,0
西藏,4.06,1,0,1,0,0,0,0
天津,4.06,180,3,151,0,0,7,0
台湾,4.06,373,5,54,10,10,0,0
四川,4.06,560,3,541,1,1,1,0
上海,4.06,538,6,389,2,2,6,0
陕西,4.06,256,3,246,0,0,0,0
山西,4.06,138,0,133,0,0,0,0
山东,4.06,781,7,755,1,1,0,0
青海,4.06,18,0,18,0,0,0,0
宁夏,4.06,75,0,75,0,0,0,0
内蒙古,4.06,121,1,74,3,3,0,0
辽宁,4.06,144,2,130,2,2,2,0
江西,4.06,937,1,935,0,0,0,0
江苏,4.06,651,0,633,0,0,0,0
吉林,4.06,98,1,92,0,0,0,0
湖南,4.06,1019,4,1014,0,0,0,0
湖北,4.06,67803,3212,64073,0,0,59,0
黑龙江,4.06,544,13,469,20,20,0,0
河南,4.06,1276,22,1252,0,0,0,0
河北,4.06,327,6,312,0,0,2,0
海南,4.06,168,6,162,0,0,0,0
贵州,4.06,147,2,144,0,0,0,0
广西,4.06,254,2,252,0,0,0,0
广东,4.06,1533,8,1401,1,1,6,0
甘肃,4.06,139,2,132,0,0,0,0
福建,4.06,351,1,305,1,1,0,0
北京,4.06,587,8,448,0,0,5,0
澳门,4.06,44,0,10,0,0,0,0
安徽,4.06,990,6,984,0,0,0,0
重庆,4.07,579,6,570,0,0,0,0
浙江,4.07,1266,1,1232,1,1,2,0
云南,4.07,184,2,173,0,0,0,0
新疆,4.07,76,3,73,0,0,0,0
香港,4.07,935,4,236,21,21,20,0
西藏,4.07,1,0,1,0,0,0,0
天津,4.07,180,3,152,0,0,1,0
台湾,4.07,376,5,61,3,3,7,0
四川,4.07,560,3,541,0,0,0,0
上海,4.07,543,7,406,5,5,17,1
陕西,4.07,256,3,246,0,0,0,0
山西,4.07,163,0,134,25,25,1,0
山东,4.07,783,7,755,2,2,0,0
青海,4.07,18,0,18,0,0,0,0
宁夏,4.07,75,0,75,0,0,0,0
内蒙古,4.07,124,1,74,3,3,0,0
辽宁,4.07,144,2,131,0,0,1,0
江西,4.07,937,1,935,0,0,0,0
江苏,4.07,651,0,633,0,0,0,0
吉林,4.07,98,1,92,0,0,0,0
湖南,4.07,1019,4,1014,0,0,0,0
湖北,4.07,67803,3213,64142,0,0,69,1
黑龙江,4.07,569,13,470,25,25,1,0
河南,4.07,1276,22,1252,0,0,0,0
河北,4.07,327,6,312,0,0,0,0
海南,4.07,168,6,162,0,0,0,0
贵州,4.07,147,2,144,0,0,0,0
广西,4.07,254,2,252,0,0,0,0
广东,4.07,1536,8,1411,3,3,10,0
甘肃,4.07,139,2,133,0,0,1,0
福建,4.07,351,1,307,0,0,2,0
北京,4.07,588,8,455,1,1,7,0
澳门,4.07,44,0,10,0,0,0,0
安徽,4.07,990,6,984,0,0,0,0
重庆,4.08,579,6,570,0,0,0,0
浙江,4.08,1267,1,1235,1,1,3,0
云南,4.08,184,2,173,0,0,0,0
新疆,4.08,76,3,73,0,0,0,0
香港,4.08,960,4,264,25,25,28,0
西藏,4.08,1,0,1,0,0,0,0
天津,4.08,181,3,152,1,1,0,0
台湾,4.08,379,5,67,3,3,6,0
四川,4.08,560,3,541,0,0,0,0
上海,4.08,552,7,417,9,9,11,0
陕西,4.08,256,3,246,0,0,0,0
山西,4.08,166,0,134,3,3,0,0
山东,4.08,783,7,756,0,0,1,0
青海,4.08,18,0,18,0,0,0,0
宁夏,4.08,75,0,75,0,0,0,0
内蒙古,4.08,126,1,79,2,2,5,0
辽宁,4.08,144,2,131,0,0,0,0
江西,4.08,937,1,935,0,0,0,0
江苏,4.08,651,0,633,0,0,0,0
吉林,4.08,98,1,93,0,0,1,0
湖南,4.08,1019,4,1014,0,0,0,0
湖北,4.08,67803,3215,64187,0,0,45,2
黑龙江,4.08,609,13,470,40,40,0,0
河南,4.08,1276,22,1252,0,0,0,0
河北,4.08,327,6,313,0,0,1,0
海南,4.08,168,6,162,0,0,0,0
贵州,4.08,147,2,144,0,0,0,0
广西,4.08,254,2,252,0,0,0,0
广东,4.08,1539,8,1423,3,3,12,0
甘肃,4.08,139,2,135,0,0,2,0
福建,4.08,351,1,308,0,0,1,0
北京,4.08,588,8,464,0,0,9,0
澳门,4.08,45,0,10,1,1,0,0
安徽,4.08,991,6,984,1,1,0,0
重庆,4.09,579,6,570,0,0,0,0
浙江,4.09,1267,1,1235,0,0,0,0
云南,4.09,184,2,173,0,0,0,0
新疆,4.09,76,3,73,0,0,0,0
香港,4.09,973,4,293,13,13,29,0
西藏,4.09,1,0,1,0,0,0,0
天津,4.09,182,3,154,1,1,2,0
台湾,4.09,380,5,80,1,1,13,0
四川,4.09,560,3,546,0,0,5,0
上海,4.09,555,7,422,3,3,5,0
陕西,4.09,256,3,246,0,0,0,0
山西,4.09,168,0,134,2,2,0,0
山东,4.09,783,7,756,0,0,0,0
青海,4.09,18,0,18,0,0,0,0
宁夏,4.09,75,0,75,0,0,0,0
内蒙古,4.09,128,1,79,2,2,0,0
辽宁,4.09,144,2,132,0,0,1,0
江西,4.09,937,1,936,0,0,1,0
江苏,4.09,651,0,634,0,0,1,0
吉林,4.09,98,1,95,0,0,2,0
湖南,4.09,1019,4,1014,0,0,0,0
湖北,4.09,67803,3216,64236,0,0,49,1
黑龙江,4.09,638,13,470,29,29,0,0
河南,4.09,1276,22,1252,0,0,0,0
河北,4.09,327,6,313,0,0,0,0
海南,4.09,168,6,162,0,0,0,0
贵州,4.09,147,2,144,0,0,0,0
广西,4.09,254,2,252,0,0,0,0
广东,4.09,1544,8,1434,5,5,11,0
甘肃,4.09,139,2,135,0,0,0,0
福建,4.09,351,1,311,0,0,3,0
北京,4.09,588,8,469,0,0,5,0
澳门,4.09,45,0,10,0,0,0,0
安徽,4.09,991,6,984,0,0,0,0
重庆,4.1,579,6,570,0,0,0,0
浙江,4.1,1267,1,1236,0,0,1,0
云南,4.1,184,2,174,0,0,1,0
新疆,4.1,76,3,73,0,0,0,0
香港,4.1,989,4,309,16,16,16,0
西藏,4.1,1,0,1,0,0,0,0
天津,4.1,183,3,158,1,1,4,0
台湾,4.1,382,6,91,2,2,11,1
四川,4.1,560,3,547,0,0,1,0
上海,4.1,555,7,435,0,0,13,0
陕西,4.1,256,3,248,0,0,2,0
山西,4.1,172,0,135,4,4,1,0
山东,4.1,784,7,757,1,1,1,0
青海,4.1,18,0,18,0,0,0,0
宁夏,4.1,75,0,75,0,0,0,0
内蒙古,4.1,155,1,79,27,27,0,0
辽宁,4.1,145,2,133,1,1,1,0
江西,4.1,937,1,936,0,0,0,0
江苏,4.1,652,0,636,1,1,2,0
吉林,4.1,98,1,96,0,0,1,0
湖南,4.1,1019,4,1014,0,0,0,0
湖北,4.1,67803,3219,64264,0,0,28,3
黑龙江,4.1,661,13,470,23,23,0,0
河南,4.1,1276,22,1252,0,0,0,0
河北,4.1,327,6,313,0,0,0,0
海南,4.1,168,6,162,0,0,0,0
贵州,4.1,147,2,144,0,0,0,0
广西,4.1,254,2,252,0,0,0,0
广东,4.1,1548,8,1437,4,4,3,0
甘肃,4.1,139,2,135,0,0,0,0
福建,4.1,351,1,317,0,0,6,0
北京,4.1,589,8,474,1,1,5,0
澳门,4.1,45,0,10,0,0,0,0
安徽,4.1,991,6,984,0,0,0,0
重庆,4.11,579,6,570,0,0,0,0
浙江,4.11,1267,1,1238,0,0,2,0
云南,4.11,184,2,174,0,0,0,0
新疆,4.11,76,3,73,0,0,0,0
香港,4.11,1000,4,336,11,11,27,0
西藏,4.11,1,0,1,0,0,0,0
天津,4.11,183,3,161,0,0,3,0
台湾,4.11,385,6,99,3,3,8,0
四川,4.11,560,3,547,0,0,0,0
上海,4.11,607,7,438,52,52,3,0
陕西,4.11,256,3,248,0,0,0,0
山西,4.11,172,0,135,0,0,0,0
山东,4.11,784,7,757,0,0,0,0
青海,4.11,18,0,18,0,0,0,0
宁夏,4.11,75,0,75,0,0,0,0
内蒙古,4.11,155,1,83,0,0,4,0
辽宁,4.11,145,2,136,0,0,3,0
江西,4.11,937,1,936,0,0,0,0
江苏,4.11,653,0,638,1,1,2,0
吉林,4.11,99,1,96,1,1,0,0
湖南,4.11,1019,4,1014,0,0,0,0
湖北,4.11,67803,3219,64281,0,0,17,0
黑龙江,4.11,684,13,470,23,23,0,0
河南,4.11,1276,22,1253,0,0,1,0
河北,4.11,327,6,313,0,0,0,0
海南,4.11,168,6,162,0,0,0,0
贵州,4.11,147,2,144,0,0,0,0
广西,4.11,254,2,252,0,0,0,0
广东,4.11,1552,8,1443,4,4,6,0
甘肃,4.11,139,2,135,0,0,0,0
福建,4.11,352,1,321,1,1,4,0
北京,4.11,589,8,479,0,0,5,0
澳门,4.11,45,0,10,0,0,0,0
安徽,4.11,991,6,984,0,0,0,0
重庆,4.12,579,6,570,0,0,0,0
浙江,4.12,1267,1,1239,0,0,1,0
云南,4.12,184,2,174,0,0,0,0
新疆,4.12,76,3,73,0,0,0,0
香港,4.12,1004,4,360,4,4,24,0
西藏,4.12,1,0,1,0,0,0,0
天津,4.12,184,3,161,1,1,0,0
台湾,4.12,388,6,109,3,3,10,0
四川,4.12,560,3,548,0,0,1,0
上海,4.12,618,7,446,11,11,8,0
陕西,4.12,256,3,248,0,0,0,0
山西,4.12,173,0,135,1,1,0,0
山东,4.12,784,7,758,0,0,1,0
青海,4.12,18,0,18,0,0,0,0
宁夏,4.12,75,0,75,0,0,0,0
内蒙古,4.12,190,1,83,35,35,0,0
辽宁,4.12,145,2,136,0,0,0,0
江西,4.12,937,1,936,0,0,0,0
江苏,4.12,653,0,638,0,0,0,0
吉林,4.12,100,1,96,1,1,0,0
湖南,4.12,1019,4,1014,0,0,0,0
湖北,4.12,67803,3221,64338,0,0,57,2
黑龙江,4.12,740,13,470,56,56,0,0
河南,4.12,1276,22,1253,0,0,0,0
河北,4.12,327,6,313,0,0,0,0
海南,4.12,168,6,162,0,0,0,0
贵州,4.12,147,2,144,0,0,0,0
广西,4.12,254,2,252,0,0,0,0
广东,4.12,1555,8,1454,3,3,11,0
甘肃,4.12,139,2,135,0,0,0,0
福建,4.12,352,1,325,1,1,4,0
北京,4.12,589,8,484,0,0,5,0
澳门,4.12,45,0,13,0,0,3,0
安徽,4.12,991,6,984,0,0,0,0
重庆,4.13,579,6,570,0,0,0,0
浙江,4.13,1267,1,1242,0,0,3,0
云南,4.13,184,2,175,0,0,1,0
新疆,4.13,76,3,73,0,0,0,0
香港,4.13,1009,4,397,5,5,37,0
西藏,4.13,1,0,1,0,0,0,0
天津,4.13,184,3,164,0,0,3,0
台湾,4.13,393,6,124,5,5,15,0
四川,4.13,560,3,548,0,0,0,0
上海,4.13,618,7,458,0,0,12,0
陕西,4.13,256,3,248,0,0,0,0
山西,4.13,173,0,135,0,0,0,0
山东,4.13,784,7,759,0,0,1,0
青海,4.13,18,0,18,0,0,0,0
宁夏,4.13,75,0,75,0,0,0,0
内蒙古,4.13,190,1,91,0,0,8,0
辽宁,4.13,145,2,138,0,0,2,0
江西,4.13,937,1,936,0,0,0,0
江苏,4.13,653,0,641,0,0,3,0
吉林,4.13,100,1,96,0,0,0,0
湖南,4.13,1019,4,1014,0,0,0,0
湖北,4.13,67803,3221,64363,0,0,25,0
黑龙江,4.13,819,13,470,79,79,0,0
河南,4.13,1276,22,1254,0,0,1,0
河北,4.13,327,6,314,0,0,1,0
海南,4.13,168,6,162,0,0,0,0
贵州,4.13,147,2,144,0,0,0,0
广西,4.13,254,2,252,0,0,0,0
广东,4.13,1564,8,1458,9,9,4,0
甘肃,4.13,139,2,135,0,0,0,0
福建,4.13,353,1,329,1,1,4,0
北京,4.13,589,8,491,0,0,7,0
澳门,4.13,45,0,13,0,0,0,0
安徽,4.13,991,6,984,0,0,0,0
重庆,4.14,579,6,570,0,0,0,0
浙江,4.14,1268,1,1244,1,1,2,0
云南,4.14,184,2,176,0,0,1,0
新疆,4.14,76,3,73,0,0,0,0
香港,4.14,1012,4,434,3,3,37,0
西藏,4.14,1,0,1,0,0,0,0
天津,4.14,185,3,168,1,1,4,0
台湾,4.14,393,6,124,0,0,0,0
四川,4.14,560,3,550,0,0,2,0
上海,4.14,622,7,468,4,4,10,0
陕西,4.14,256,3,251,0,0,3,0
山西,4.14,186,0,135,13,13,0,0
山东,4.14,784,7,761,0,0,2,0
青海,4.14,18,0,18,0,0,0,0
宁夏,4.14,75,0,75,0,0,0,0
内蒙古,4.14,190,1,94,0,0,3,0
辽宁,4.14,145,2,138,0,0,0,0
江西,4.14,937,1,936,0,0,0,0
江苏,4.14,653,0,642,0,0,1,0
吉林,4.14,102,1,96,2,2,0,0
湖南,4.14,1019,4,1014,0,0,0,0
湖北,4.14,67803,3222,64402,0,0,39,1
黑龙江,4.14,841,13,470,22,22,0,0
河南,4.14,1276,22,1254,0,0,0,0
河北,4.14,327,6,314,0,0,0,0
海南,4.14,168,6,162,0,0,0,0
贵州,4.14,147,2,144,0,0,0,0
广西,4.14,254,2,252,0,0,0,0
广东,4.14,1566,8,1462,2,2,4,0
甘肃,4.14,139,2,136,0,0,1,0
福建,4.14,353,1,331,0,0,2,0
北京,4.14,590,8,495,1,1,4,0
澳门,4.14,45,0,15,0,0,2,0
安徽,4.14,991,6,984,0,0,0,0
重庆,4.15,579,6,570,0,0,0,0
浙江,4.15,1268,1,1244,0,0,0,0
云南,4.15,184,2,176,0,0,0,0
新疆,4.15,76,3,73,0,0,0,0
香港,4.15,1016,4,485,4,4,51,0
西藏,4.15,1,0,1,0,0,0,0
天津,4.15,186,3,172,1,1,4,0
台湾,4.15,395,6,137,2,2,13,0
四川,4.15,560,3,552,0,0,2,0
上海,4.15,628,7,489,6,6,21,0
陕西,4.15,256,3,251,0,0,0,0
山西,4.15,194,0,135,8,8,0,0
山东,4.15,784,7,761,0,0,0,0
青海,4.15,18,0,18,0,0,0,0
宁夏,4.15,75,0,75,0,0,0,0
内蒙古,4.15,193,1,94,3,3,0,0
辽宁,4.15,145,2,138,0,0,0,0
江西,4.15,937,1,936,0,0,0,0
江苏,4.15,653,0,642,0,0,0,0
吉林,4.15,102,1,96,0,0,0,0
湖南,4.15,1019,4,1014,0,0,0,0
湖北,4.15,67803,3222,64435,0,0,33,0
黑龙江,4.15,861,13,471,20,20,1,0
河南,4.15,1276,22,1254,0,0,0,0
河北,4.15,328,6,315,1,1,1,0
海南,4.15,168,6,162,0,0,0,0
贵州,4.15,147,2,144,0,0,0,0
广西,4.15,254,2,252,0,0,0,0
广东,4.15,1571,8,1471,5,5,9,0
甘肃,4.15,139,2,137,0,0,1,0
福建,4.15,353,1,333,0,0,2,0
北京,4.15,593,8,503,3,3,8,0
澳门,4.15,45,0,15,0,0,0,0
安徽,4.15,991,6,984,0,0,0,0
重庆,4.16,579,6,570,0,0,0,0
浙江,4.16,1268,1,1246,0,0,2,0
云南,4.16,184,2,177,0,0,1,0
新疆,4.16,76,3,73,0,0,0,0
香港,4.16,1017,4,485,1,1,0,0
西藏,4.16,1,0,1,0,0,0,0
天津,4.16,189,3,172,4,4,0,0
台湾,4.16,395,6,155,2,2,18,0
四川,4.16,560,3,552,0,0,0,0
上海,4.16,628,7,512,0,0,23,0
陕西,4.16,256,3,252,0,0,1,0
山西,4.16,197,0,135,3,3,0,0
山东,4.16,787,7,761,3,3,0,0
青海,4.16,18,0,18,0,0,0,0
宁夏,4.16,75,0,75,0,0,0,0
内蒙古,4.16,193,1,103,0,0,9,0
辽宁,4.16,146,2,140,1,1,2,0
江西,4.16,937,1,936,0,0,0,0
江苏,4.16,653,0,643,0,0,1,0
吉林,4.16,102,1,97,0,0,1,0
湖南,4.16,1019,4,1014,0,0,0,0
湖北,4.16,68128,4512,63487,0,0,17,0
黑龙江,4.16,872,13,471,11,11,0,0
河南,4.16,1276,22,1254,0,0,0,0
河北,4.16,328,6,316,0,0,1,0
海南,4.16,168,6,162,0,0,0,0
贵州,4.16,147,2,144,0,0,0,0
广西,4.16,254,2,252,0,0,0,0
广东,4.16,1577,8,1475,6,6,4,0
甘肃,4.16,139,2,137,0,0,0,0
福建,4.16,354,1,334,1,1,1,0
北京,4.16,593,8,509,0,0,6,0
澳门,4.16,45,0,16,0,0,1,0
安徽,4.16,991,6,984,0,0,0,0
重庆,4.17,579,6,570,0,0,0,0
浙江,4.17,1268,1,1246,0,0,0,0
云南,4.17,184,2,177,0,0,0,0
新疆,4.17,76,3,73,0,0,0,0
香港,4.17,1021,4,532,4,4,47,0
西藏,4.17,1,0,1,0,0,0,0
天津,4.17,189,3,173,3,3,1,0
台湾,4.17,395,6,166,0,0,11,0
四川,4.17,561,3,553,1,1,1,0
上海,4.17,628,7,512,0,0,0,0
陕西,4.17,256,3,252,0,0,0,0
山西,4.17,197,0,135,0,0,0,0
山东,4.17,787,7,765,0,0,4,0
青海,4.17,18,0,18,0,0,0,0
宁夏,4.17,75,0,75,0,0,0,0
内蒙古,4.17,193,1,104,0,0,1,0
辽宁,4.17,146,2,142,0,0,2,0
江西,4.17,937,1,936,0,0,0,0
江苏,4.17,653,0,643,0,0,0,0
吉林,4.17,102,1,97,0,0,0,0
湖南,4.17,1019,4,1015,0,0,1,0
湖北,4.17,68128,4512,63494,0,0,7,0
黑龙江,4.17,892,13,472,20,20,1,0
河南,4.17,1276,22,1254,0,0,0,0
河北,4.17,328,6,316,0,0,0,0
海南,4.17,168,6,162,0,0,0,0
贵州,4.17,147,2,144,0,0,0,0
广西,4.17,254,2,252,0,0,0,0
广东,4.17,1579,8,1482,2,2,7,0
甘肃,4.17,139,2,137,0,0,0,0
福建,4.17,355,1,336,1,1,2,0
北京,4.17,593,8,509,0,0,0,0
澳门,4.17,45,0,17,0,0,1,0
安徽,4.17,991,6,984,0,0,0,0
重庆,4.18,579,6,570,0,0,0,0
浙江,4.18,1268,1,1247,0,0,1,0
云南,4.18,184,2,178,0,0,1,0
新疆,4.18,76,3,73,0,0,0,0
香港,4.18,1023,4,568,2,2,36,0
西藏,4.18,1,0,1,0,0,0,0
天津,4.18,189,3,173,0,0,0,0
台湾,4.18,398,6,178,3,3,12,0
四川,4.18,561,3,554,0,0,1,0
上海,4.18,635,7,521,7,7,9,0
陕西,4.18,256,3,252,0,0,0,0
山西,4.18,197,0,135,0,0,0,0
山东,4.18,787,7,765,0,0,0,0
青海,4.18,18,0,18,0,0,0,0
宁夏,4.18,75,0,75,0,0,0,0
内蒙古,4.18,193,1,104,0,0,0,0
辽宁,4.18,146,2,142,0,0,0,0
江西,4.18,937,1,936,0,0,0,0
江苏,4.18,653,0,643,0,0,0,0
吉林,4.18,104,1,97,2,2,0,0
湖南,4.18,1019,4,1015,0,0,0,0
湖北,4.18,68128,4512,63507,0,0,13,0
黑龙江,4.18,898,13,472,6,6,0,0
河南,4.18,1276,22,1254,0,0,0,0
河北,4.18,328,6,316,0,0,0,0
海南,4.18,168,6,162,0,0,0,0
贵州,4.18,147,2,145,0,0,1,0
广西,4.18,254,2,252,0,0,0,0
广东,4.18,1580,8,1490,1,1,8,0
甘肃,4.18,139,2,137,0,0,0,0
福建,4.18,355,1,339,0,0,3,0
北京,4.18,593,8,510,0,0,1,0
澳门,4.18,45,0,17,0,0,0,0
安徽,4.18,991,6,984,0,0,0,0
重庆,4.19,579,6,570,0,0,0,0
浙江,4.19,1268,1,1249,0,0,2,0
云南,4.19,184,2,178,0,0,0,0
新疆,4.19,76,3,73,0,0,0,0
香港,4.19,1025,4,602,2,2,34,0
西藏,4.19,1,0,1,0,0,0,0
天津,4.19,189,3,174,0,0,1,0
台湾,4.19,420,6,189,22,22,11,0
四川,4.19,561,3,554,0,0,0,0
上海,4.19,638,7,530,3,3,9,0
陕西,4.19,256,3,252,0,0,0,0
山西,4.19,197,0,135,0,0,0,0
山东,4.19,787,7,765,0,0,0,0
青海,4.19,18,0,18,0,0,0,0
宁夏,4.19,75,0,75,0,0,0,0
内蒙古,4.19,194,1,104,1,1,0,0
辽宁,4.19,146,2,143,0,0,1,0
江西,4.19,937,1,936,0,0,0,0
江苏,4.19,653,0,643,0,0,0,0
吉林,4.19,104,1,97,0,0,0,0
湖南,4.19,1019,4,1015,0,0,0,0
湖北,4.19,68128,4512,63511,0,0,4,0
黑龙江,4.19,905,13,472,7,7,0,0
河南,4.19,1276,22,1254,0,0,0,0
河北,4.19,328,6,317,0,0,1,0
海南,4.19,168,6,162,0,0,0,0
贵州,4.19,147,2,145,0,0,0,0
广西,4.19,254,2,252,0,0,0,0
广东,4.19,1581,8,1494,1,1,4,0
甘肃,4.19,139,2,137,0,0,0,0
福建,4.19,355,1,339,0,0,0,0
北京,4.19,593,8,514,0,0,4,0
澳门,4.19,45,0,20,0,0,3,0
安徽,4.19,991,6,984,0,0,0,0
重庆,4.2,579,6,570,0,0,0,0
浙江,4.2,1268,1,1251,0,0,2,0
云南,4.2,184,2,178,0,0,0,0
新疆,4.2,76,3,73,0,0,0,0
香港,4.2,1025,4,630,0,0,28,0
西藏,4.2,1,0,1,0,0,0,0
